,Genotype,Num_ID,Isolate,Tray,Time,Image,Lesion.0.m.cx,Lesion.0.m.cy,Lesion.0.m.majoraxis,Lesion.0.m.eccentricity,Lesion.0.m.theta,Lesion.0.s.area,Lesion.0.s.perimeter,Lesion.0.s.radius.mean,Lesion.0.s.radius.sd,Lesion.0.s.radius.min,Lesion.0.s.radius.max,Lesion.red.m.cx,Lesion.red.m.cy,Lesion.red.m.majoraxis,Lesion.red.m.eccentricity,Lesion.red.m.theta,Lesion.grn.m.cx,Lesion.grn.m.cy,Lesion.grn.m.majoraxis,Lesion.grn.m.eccentricity,Lesion.grn.m.theta,Lesion.blu.m.cx,Lesion.blu.m.cy,Lesion.blu.m.majoraxis,Lesion.blu.m.eccentricity,Lesion.blu.m.theta,Lesion.redgrn.m.cx,Lesion.redgrn.m.cy,Lesion.redgrn.m.majoraxis,Lesion.redgrn.m.eccentricity,Lesion.redgrn.m.theta,Lesion.redblu.m.cx,Lesion.redblu.m.cy,Lesion.redblu.m.majoraxis,Lesion.redblu.m.eccentricity,Lesion.redblu.m.theta,Lesion.grnblu.m.cx,Lesion.grnblu.m.cy,Lesion.grnblu.m.majoraxis,Lesion.grnblu.m.eccentricity,Lesion.grnblu.m.theta,Lesion.Bred.m.cx,Lesion.Bred.m.cy,Lesion.Bred.m.majoraxis,Lesion.Bred.m.eccentricity,Lesion.Bred.m.theta,Lesion.Bgrn.m.cx,Lesion.Bgrn.m.cy,Lesion.Bgrn.m.majoraxis,Lesion.Bgrn.m.eccentricity,Lesion.Bgrn.m.theta,Lesion.Bblu.m.cx,Lesion.Bblu.m.cy,Lesion.Bblu.m.majoraxis,Lesion.Bblu.m.eccentricity,Lesion.Bblu.m.theta,Lesion.Bredgrn.m.cx,Lesion.Bredgrn.m.cy,Lesion.Bredgrn.m.majoraxis,Lesion.Bredgrn.m.eccentricity,Lesion.Bredgrn.m.theta,Lesion.Bredblu.m.cx,Lesion.Bredblu.m.cy,Lesion.Bredblu.m.majoraxis,Lesion.Bredblu.m.eccentricity,Lesion.Bredblu.m.theta,Lesion.Bgrnblu.m.cx,Lesion.Bgrnblu.m.cy,Lesion.Bgrnblu.m.majoraxis,Lesion.Bgrnblu.m.eccentricity,Lesion.Bgrnblu.m.theta,Leaf.0.m.cx,Leaf.0.m.cy,Leaf.0.m.majoraxis,Leaf.0.m.eccentricity,Leaf.0.m.theta,Leaf.0.s.area,Leaf.0.s.perimeter,Leaf.0.s.radius.mean,Leaf.0.s.radius.sd,Leaf.0.s.radius.min,Leaf.0.s.radius.max,Leaf.red.m.cx,Leaf.red.m.cy,Leaf.red.m.majoraxis,Leaf.red.m.eccentricity,Leaf.red.m.theta,Leaf.grn.m.cx,Leaf.grn.m.cy,Leaf.grn.m.majoraxis,Leaf.grn.m.eccentricity,Leaf.grn.m.theta,Leaf.blu.m.cx,Leaf.blu.m.cy,Leaf.blu.m.majoraxis,Leaf.blu.m.eccentricity,Leaf.blu.m.theta,Leaf.redgrn.m.cx,Leaf.redgrn.m.cy,Leaf.redgrn.m.majoraxis,Leaf.redgrn.m.eccentricity,Leaf.redgrn.m.theta,Leaf.redblu.m.cx,Leaf.redblu.m.cy,Leaf.redblu.m.majoraxis,Leaf.redblu.m.eccentricity,Leaf.redblu.m.theta,Leaf.grnblu.m.cx,Leaf.grnblu.m.cy,Leaf.grnblu.m.majoraxis,Leaf.grnblu.m.eccentricity,Leaf.grnblu.m.theta,Leaf.Bred.m.cx,Leaf.Bred.m.cy,Leaf.Bred.m.majoraxis,Leaf.Bred.m.eccentricity,Leaf.Bred.m.theta,Leaf.Bgrn.m.cx,Leaf.Bgrn.m.cy,Leaf.Bgrn.m.majoraxis,Leaf.Bgrn.m.eccentricity,Leaf.Bgrn.m.theta,Leaf.Bblu.m.cx,Leaf.Bblu.m.cy,Leaf.Bblu.m.majoraxis,Leaf.Bblu.m.eccentricity,Leaf.Bblu.m.theta,Leaf.Bredgrn.m.cx,Leaf.Bredgrn.m.cy,Leaf.Bredgrn.m.majoraxis,Leaf.Bredgrn.m.eccentricity,Leaf.Bredgrn.m.theta,Leaf.Bredblu.m.cx,Leaf.Bredblu.m.cy,Leaf.Bredblu.m.majoraxis,Leaf.Bredblu.m.eccentricity,Leaf.Bredblu.m.theta,Leaf.Bgrnblu.m.cx,Leaf.Bgrnblu.m.cy,Leaf.Bgrnblu.m.majoraxis,Leaf.Bgrnblu.m.eccentricity,Leaf.Bgrnblu.m.theta,Lesion.Size,Leaf.Size,Lesion.Prop,Leaf.Grn,Leaf.Ylw,Lesion.Grn,Lesion.Ylw,Area.cm,Area.mm,Botrydial_HL,X0,AT1G22410,AT1G22410.1,AT4G39980,AT4G33510,AT5G66120,AT1G48860.CIS2,AT1G48860.CIS1,AT1G48850
940,Cyp79B2/B3,49,BMM,T3,72,T3_IMG_9525_C.jpg,4143.885522,1332.314927,81.44275723,0.502562372,-0.148043244,4455,226,37.34451838,2.788357455,31.01236651,43.99725022,4143.362548,1332.22349,81.44033907,0.501067484,-0.137924316,4143.312828,1332.235464,82.2882429,0.499782788,-0.140883461,4143.797614,1332.814573,80.3725612,0.504148771,-0.137394972,4135.360638,1329.242203,79.99431245,0.375156925,0.15574026,4140.235215,1330.707737,83.8341558,0.457834438,-0.152259688,4134.226391,1329.31027,99.29928373,0.409950517,-0.568101464,4143.303434,1332.614538,81.21334933,0.484699904,-0.201519969,4143.208766,1332.603884,81.9180121,0.472425855,-0.222367309,4144.351167,1331.37416,81.33217666,0.611856205,-0.040324236,4136.166974,1328.977021,83.66987683,0.532117366,0.820159214,4139.275361,1336.446518,85.56689906,0.495631939,-0.890627277,4124.474016,1343.870841,120.6889188,0.861927742,-1.538831149,4087.457831,1300.852992,260.1037992,0.941916742,0.502814749,16659,618,85.04252874,32.61973657,28.75962297,141.3982283,4092.646841,1302.993598,249.8149992,0.939229313,0.506575579,4089.618172,1301.665007,250.8327859,0.93899499,0.505420397,4093.101554,1302.811661,265.8123072,0.946010821,0.525242289,4087.21438,1301.687716,233.2140623,0.93772325,0.490926411,4263.218013,1367.097804,42.19945479,0,-1.195144865,4124.551514,1313.809558,79.73407566,0,-1.171592265,4093.102919,1302.964645,251.880683,0.941993603,0.508768729,4089.373066,1301.390834,253.1942762,0.940514084,0.506950131,4097.483089,1305.192191,251.2134867,0.952777865,0.522681197,4085.794885,1300.687517,236.7934483,0.948622644,0.507456796,5827.587387,1880.553821,0,0,-1.245928055,4155.501552,1321.653151,5.7945713,0,-1.200556164,4455,16659,0.267423015,8109,4093,49,3836,2.338643561,23.38643561,0,NA,0,0,0,0,0,0,0,0
941,Cyp79B2/B3,12,KernB2,T2,72,T2_IMG_9520_C.jpg,224.985539,422.3304119,111.6091727,0.690773723,0.00907265,6846,312,47.15793093,7.907508545,31.22249908,64.55725614,225.5191593,423.154959,111.8490461,0.685864693,0.040195066,225.6226646,423.2540835,112.7104458,0.688399402,0.031978982,226.456567,423.0789567,110.0765022,0.667837649,0.084410449,242.1032159,443.2486297,123.8953717,0.948223447,-0.555078147,226.4016,430.1594435,116.040625,0.721695352,0.215059563,218.6795904,412.6561318,100.8397409,0.92133696,-0.354491238,225.3216756,422.2612211,110.0335724,0.656173902,0.024563995,225.415447,422.3955146,109.6981615,0.657524671,0.006774035,226.043188,424.6537612,109.0825587,0.676952112,0.06396824,244.2417049,417.2809319,140.7725457,0.794914531,0.508965386,226.1115961,423.1045681,102.6173839,0.708009197,0.884089029,219.8713584,418.3128545,124.7097158,0.808196411,-0.129927279,251.616573,438.471236,218.5071922,0.871008408,0.144343842,17800,525,79.78867822,21.94984676,53.78969283,124.6422294,253.399999,439.1309471,211.1446804,0.870736858,0.1557617,255.2455521,440.119241,213.5876061,0.87097721,0.144906495,255.5341218,439.6476459,224.0669048,0.880743019,0.150029482,270.7668657,451.3355143,218.1753571,0.914522744,-0.012771747,262.8624451,449.5254483,113.6999955,0.697434196,0.131677165,369.2046462,513.0101999,105.5416385,0,-1.018361276,253.0595095,438.4645994,210.2131829,0.871423918,0.159133665,255.2234492,439.6943808,213.0072087,0.872766835,0.143700056,254.216332,439.9054089,221.497368,0.878457673,0.140861712,275.2913526,457.274471,216.9650405,0.957590035,-0.072510291,257.7849269,445.9960014,68.55628247,0.286697615,0.648473856,397.7585012,527.5892841,68.85359115,0,-1.035754598,6846,17800,0.384606742,2195,6616,6,623,2.498820781,24.98820781,0,NA,0,0,0,0,0,0,0,0
942,Cyp79B2/B3,1,T7,T5,72,T5_IMG_9521_C.jpg,174.9162896,203.7104072,39.43667087,0.686206711,0.103970803,884,98,16.38570433,2.047425376,13.03176685,20.08122303,174.2424443,203.7129493,39.29319552,0.684624927,0.104806551,173.7724776,203.7453296,39.41518973,0.668764495,0.112585682,173.235512,203.9385232,38.27737217,0.64156713,0.15084734,174.7864258,203.3908061,41.52699686,0.799480398,-0.144632612,3315.152393,170.1959156,0,0,1.560327247,191.6622463,203.1045126,12.79943723,0,1.539494754,173.4503972,204.2147903,38.22999022,0.620480128,0.217402742,172.4582883,204.1807162,37.56643724,0.542943561,0.318615235,171.2102037,204.7239359,36.38858273,0.572059544,0.96952609,175.2040478,197.0085434,52.87529833,0,-0.191934095,155.3951485,213.8693585,54.12628261,0,1.142194518,211.1885409,194.3591742,0,0,1.277869558,221.932201,177.8896017,356.516574,0.948744947,-0.424592062,21667,899,112.9807505,49.0526023,16.65526988,199.5670894,223.0741104,176.0606822,347.3253332,0.95034959,-0.431715161,222.1534448,177.5064217,344.077896,0.949565084,-0.421454682,232.8325381,170.4133617,363.9633653,0.95196744,-0.457668274,212.2345526,184.1754156,417.4768739,0.945497445,-0.433306384,210.7879449,189.2040738,375.2001225,0.945681094,-0.376972381,212.7831862,185.9171979,408.2135206,0.945104169,-0.418753115,222.2608091,176.0087425,348.2762344,0.949172145,-0.433642555,221.529845,177.4445251,346.1758964,0.948315871,-0.423629793,227.9345756,172.3065109,342.0741668,0.955821379,-0.434920472,220.3947818,187.7711446,425.781315,0.971090507,-0.39971435,216.6760888,187.3838255,384.3402453,0.946422068,-0.394845747,220.6796292,183.1857997,416.0410672,0.946891983,-0.433734757,884,21667,0.040799372,18393,2390,92,587,3.041682577,30.41682577,1,NA,0,0,0,0,0,0,0,0
943,Cyp79B2/B3,59,1.04.04,T4,72,T4_IMG_9526_C.jpg,229.7502615,1394.176517,83.22875418,0.707805317,-0.025954523,3824,204,34.60596705,4.557979769,26.7162817,42.15790696,230.3724137,1393.726309,83.74625181,0.712748987,-0.013616456,230.3512979,1393.619867,84.87572905,0.717466375,-0.010277378,231.2131159,1393.592589,83.78386417,0.701846018,0.017135428,235.0985079,1390.033479,90.61948642,0.758824901,0.092408086,223.3789392,1395.623088,77.17290054,0.735310135,-0.105391524,220.9246916,1392.659979,99.77246007,0.782825835,-0.105113413,230.491021,1393.779218,83.94491527,0.70905906,-0.019784156,230.4829828,1393.603768,85.31468804,0.716872672,-0.016976019,231.5762867,1392.491474,86.11485869,0.730628968,0.07116328,236.39761,1389.49164,92.22068819,0.743387535,0.064394402,219.0390532,1403.062518,46.99069476,0.892322728,-0.366140998,200.4362982,1415.349113,0,0,0.670326555,244.6002825,1382.823223,192.2566657,0.881212043,-0.019958748,13452,454,69.39254899,19.01448939,45.11263426,106.7838815,245.2391865,1383.143268,184.882411,0.876551508,-0.012100749,245.4152305,1382.716764,186.809734,0.877011111,-0.010197577,248.3879199,1385.250183,190.408842,0.883864425,-0.032901707,250.9888515,1383.165606,157.9084437,0.849795087,0.073379335,235.7174392,1378.966904,168.4886719,0.855511859,0.001778892,236.8718786,1375.959113,176.2525708,0.865309995,0.00705599,246.031063,1383.262004,185.9768488,0.878862815,-0.006978931,246.2198971,1382.690978,187.7929379,0.878894949,-0.00447091,248.1184748,1387.169805,191.2337376,0.898549105,-0.044113813,254.734106,1384.266994,165.7917736,0.883371129,0.070341707,235.4642492,1379.984592,159.8065172,0.85842835,0.051071609,237.2518221,1376.663033,168.9873006,0.863733237,0.047287417,3824,13452,0.284269997,1316,7174,0,1852,1.888434671,18.88434671,1,NA,0,0,0,0,0,0,0,0
944,Cyp79B2/B3,12,KernB2,T5,72,T5_IMG_9521_C.jpg,155.3069832,415.9463687,78.52103297,0.666575062,0.659910796,3580,204,33.50686285,3.823656839,25.12036098,40.64230852,155.3847771,415.673605,79.28582911,0.659687337,0.682946314,155.2694199,415.3740432,79.92210332,0.658871531,0.67206478,155.1956475,415.3180575,78.30134888,0.673851195,0.733467664,160.3948423,418.6481504,85.41790288,0.684997718,1.144903412,156.1855435,410.4563634,91.46937183,0.581415916,0.744123402,157.3366874,434.3156766,0,0,0.050495252,155.273769,415.4546574,81.2142706,0.646346472,0.741077339,155.12804,414.8485951,81.2474477,0.641619127,0.715552293,155.0322543,414.7429601,82.12497287,0.672606487,0.825647319,162.2353626,421.3863825,95.75171999,0.69359457,1.305802962,153.1002061,409.5057923,97.33517043,0.524445191,1.049411911,295.1222619,956.2566516,0,0,-0.247307981,224.1279772,427.9197073,339.4954775,0.968066832,0.121246011,20363,791,104.4196266,47.98822838,24.53283274,184.4708946,228.5439148,427.5444208,343.912317,0.97190837,0.117030723,229.3821992,428.0261905,340.6231998,0.970502276,0.117933545,239.2369169,428.1836146,362.5115163,0.974797821,0.109184545,220.7755146,432.1382058,422.5560257,0.972536695,0.090421408,189.6628079,432.6787974,312.8381532,0.94281765,0.194520762,143.511846,429.3476416,232.0368307,0.934263377,0.497597479,230.7883039,426.7045393,350.0191549,0.973918633,0.113835489,231.5924614,427.4056022,346.9730284,0.97202929,0.114900439,236.3802874,425.5717929,347.5840197,0.983100224,0.109267941,230.5191821,449.4054572,477.0584416,0.996377018,0.025976972,195.6262141,437.3983269,328.7012792,0.943781599,0.191395822,163.9048514,437.9217927,298.860127,0.945253882,0.345405827,3580,20363,0.175809065,13618,3097,13,2466,2.858622897,28.58622897,0,NA,0,0,0,0,0,0,0,0
945,Cyp79B2/B3,44,BMM,T4,72,T4_IMG_9526_C.jpg,282.7288732,1005.631162,78.09706553,0.68977855,0.279777474,3408,197,32.83395466,4.470362493,25.07305207,43.62959075,282.2427343,1006.29737,78.80007918,0.702770659,0.286221259,282.3451281,1006.238825,79.64422084,0.704347641,0.292691774,282.6007423,1007.006192,77.70368101,0.707818016,0.305067955,278.6328926,1012.024409,85.38034325,0.845504367,0.360657836,280.0003131,1005.908591,85.40209778,0.738455199,0.288455743,276.8182303,1008.227041,102.2137443,0.799059024,0.380731807,281.8553394,1006.737272,78.78523687,0.697162746,0.283040866,282.0662645,1006.538051,79.52008761,0.700198141,0.297462661,282.4907424,1008.562167,79.17859237,0.751628212,0.322592437,275.9750591,1015.420887,84.62176215,0.93188288,0.402556793,276.2416585,1006.738522,81.50154622,0.603259137,0.198808982,264.1296451,1010.644484,95.02961677,0.795600208,0.756232196,271.0632911,1006.933233,252.3204637,0.949387088,0.302253285,15247,581,76.6367304,29.24242866,34.02302564,128.6742208,273.2554521,1007.452807,240.6652978,0.947003419,0.305131923,272.7953335,1007.551561,245.8431393,0.948615158,0.304597057,274.4145146,1007.690047,240.912315,0.944003354,0.310902039,290.444657,1014.949988,212.1888394,0.955875017,0.301073486,348.4970848,1024.159623,26.00456934,0,-1.325849982,295.1186443,1015.646457,87.51922379,0.695016716,0.671916375,272.6847794,1007.401403,236.4006631,0.947472344,0.308079763,272.1858502,1007.525173,243.4620296,0.949033028,0.306104776,275.5591959,1008.611982,214.8840703,0.948437431,0.31591794,291.2558286,1013.840901,238.7641868,0.962914937,0.307201629,849.5828803,1011.487184,0,0,-1.495039758,302.1684322,1011.522658,0,0,-1.352580197,3408,15247,0.223519381,8129,3701,6,2317,2.140422497,21.40422497,0,NA,0,0,0,0,0,0,0,0
946,Cyp79B2/B3,51,1.04.17,T4,96,IMG_9530_T4_C_OG.jpg,165.2677522,1112.413274,156.0663318,0.856376879,0.09963226,9703,363,56.7991967,13.78069207,36.00147656,81.36220741,166.6334475,1111.932189,158.3052425,0.862505788,0.103010451,166.5439237,1111.566816,160.5902688,0.866388067,0.098182556,167.433256,1112.503698,156.0742307,0.861278794,0.097133873,182.3317551,1106.72952,193.7772728,0.915186537,0.091726434,174.7828469,1098.97722,180.7273622,0.948901451,0.274590785,144.7043066,1143.724045,0,0,1.101476953,167.1967972,1111.757688,159.0387552,0.866001749,0.110671102,166.7546538,1111.173295,161.4565204,0.870968067,0.105391127,169.268917,1111.257677,156.9325948,0.883685204,0.09940448,183.6619155,1116.070948,221.0595802,0.944859285,-0.064061028,190.8661033,1089.823074,192.411409,0,0.549403947,152.3711308,1136.867544,38.87348396,0,-0.167613473,181.9050421,1111.391673,213.1871788,0.921106122,0.046588339,13427,481,71.21316137,23.84871758,36.41315807,115.8374964,182.731986,1110.758472,213.4242054,0.921796289,0.053503978,184.1772023,1110.407939,217.0412417,0.924871824,0.051960358,183.5028577,1112.255807,210.7183284,0.920930639,0.050184862,207.491838,1103.534847,243.4739047,0.949004094,0.126383871,181.1641771,1095.393535,219.961768,0.959981989,0.179769563,433.1543108,935.2367044,403.5764638,0,0.871096532,182.7940002,1109.795074,215.8516434,0.92171336,0.061623398,184.4515142,1109.271755,219.8181513,0.925421794,0.060024966,184.1616888,1112.547041,202.8643785,0.92498131,0.065692095,203.1527549,1101.012095,254.7358845,0.936653107,0.173071481,171.9064401,1083.364183,212.2266972,0,0.15729884,251.1600889,999.0096028,341.1199487,0,0.484069631,9703,13427,0.722648395,1390,1929,11,2737,1.884925092,18.84925092,0,NA,0,0,0,0,0,0,0,0
947,Cyp79B2/B3,76,1.03.18,T2,96,IMG_9528_T2_C_OG.jpg,267.3587713,1731.637574,185.5208359,0.89781909,0.455669937,11492,442,65.28634006,19.21943369,35.15472488,101.8582967,269.7711617,1732.87856,190.7782116,0.904804042,0.453453701,268.5576777,1732.375339,190.2388471,0.902370075,0.45553848,269.6676084,1732.468469,190.7551706,0.908008272,0.461049194,290.9647044,1744.603368,194.7360198,0.917878695,0.386455146,338.8321742,1772.214878,109.1282495,0,-0.46671555,182.5879463,1671.969301,0,0,-1.010661678,270.8924376,1733.132829,189.1488561,0.90337495,0.452927725,269.3474958,1732.562598,188.1888559,0.898917505,0.454884109,272.4782535,1733.253056,198.5856087,0.933489767,0.478879536,326.9023929,1757.589004,89.47441327,0,-1.125135096,86.48059032,1639.011919,0,0,-1.128683332,243.2079647,1715.030396,170.067384,0,0.486349081,253.5359087,1726.684729,273.6857744,0.942036681,0.427686783,19285,659,89.63172411,32.88867425,41.31652392,150.7884304,255.7170093,1728.264569,275.9086983,0.943377536,0.432031912,254.5437276,1727.700747,276.3841231,0.942924214,0.431789879,257.5072735,1728.120099,267.9315158,0.936325569,0.427460405,277.2940901,1741.177519,283.7064982,0.951287269,0.424417861,280.5887785,1749.993439,296.1152159,0.960134473,0.457126874,272.4006381,1748.591271,337.8629519,0.961727957,0.47077102,256.4463732,1728.83108,272.3338433,0.942828523,0.43156918,255.1284649,1728.200114,274.4485556,0.942511225,0.430338506,260.3233103,1729.041557,245.602865,0.927125085,0.431363574,276.3855568,1741.985758,270.9870816,0.952866741,0.436110191,273.7527058,1750.177104,308.2002255,0.966099656,0.478452778,269.1089009,1750.866148,337.7090476,0.969924443,0.482498832,11492,19285,0.595903552,2966,4595,2822,6983,2.707289818,27.07289818,1,NA,0,0,0,0,0,0,0,0
948,Cyp79B2/B3,1,T7,T1,96,IMG_9527_T1_C_OG.jpg,160.2049375,173.2941921,155.0418901,0.930293832,-0.096454169,6319,356,49.37429019,19.17141047,13.26380878,83.84711525,163.3241872,172.8752417,154.3258703,0.930690314,-0.092291497,162.9529978,173.1984632,156.1922205,0.932792456,-0.092801557,168.3437621,173.5145117,151.3123009,0.940162935,-0.066681796,185.4196989,172.3361157,139.8069808,0.930573197,-0.167234207,174.3922696,166.2787759,129.7422969,0.89563327,-0.006930174,222.0485906,162.9395503,54.12183216,0,1.333027675,162.3738519,173.610153,155.805439,0.929600445,-0.118878675,161.8358384,173.9835972,157.3995787,0.932424177,-0.116326383,170.9103468,173.1139439,150.8446129,0.949670516,-0.041899605,226.6576359,156.5214824,40.2629049,0,1.18137389,158.0811114,176.587245,155.516451,0.92920866,-0.433770821,159.2847231,204.7393708,224.9710097,0,-0.458829979,213.3224397,170.4807944,344.6160807,0.970819632,-0.039540031,20593,793,105.6987466,47.36014961,32.45523486,189.1743007,214.1060855,170.7014171,333.0518018,0.971235042,-0.048484926,215.2621826,170.9355543,334.1898612,0.970785645,-0.045028608,230.9524574,171.0797403,338.4565363,0.974339893,-0.071574939,189.6478613,175.3339245,314.4731707,0.956854973,-0.028766532,523.6912406,155.1273834,0,0,-1.557742629,48.24882807,155.1323819,303.3278453,0.936211168,-0.364575228,215.2283303,170.1620496,339.6535087,0.972726483,-0.051774158,216.1936925,170.5864582,340.3244209,0.971846699,-0.047088959,231.9643821,171.1108515,331.1986812,0.980908997,-0.078005818,189.2148175,180.7833045,271.147185,0.959280477,-0.085187373,147.3575202,220.9862283,878.6081261,0.973778807,0.100429938,111.5575551,171.7272467,468.9441169,0.914943415,0.01045051,6319,20593,0.306851843,6981,5264,13,4626,2.890911031,28.90911031,1,NA,0,0,0,0,0,0,0,0
949,Cyp79B2/B3,24,BMM,T3,96,IMG_9529_T3_C_OG.jpg,387.0730226,913.7491941,139.0064574,0.832146977,0.309950807,8066,367,53.81462894,13.63083465,33.68241172,86.03161898,388.9335572,915.0143864,140.104269,0.835000248,0.306708445,388.7229006,914.8544905,140.7682284,0.836754219,0.308207269,388.0167754,914.4865896,142.4955619,0.84815712,0.311670561,407.6761848,925.9356506,124.1107662,0.760186599,0.436016989,415.9264995,935.3724631,112.3048117,0,-0.53559147,355.1538703,889.3349627,66.5211235,0,-0.895327213,388.8819656,915.1015432,138.8001678,0.83350523,0.291062261,388.3746758,914.8024787,138.7419146,0.835252123,0.292245369,391.6109125,916.3047416,143.846146,0.889923212,0.306140775,363.5366984,892.5270687,99.13460671,0,-1.346951697,400.0479885,941.6989772,136.5225913,0,-0.447053721,382.283766,901.2127043,139.9246324,0.894099225,0.390624736,431.3505276,940.2630664,260.260091,0.946737288,0.528395987,16110,603,86.03119105,32.69414612,29.20322134,146.248938,430.0735491,939.9545139,250.0098099,0.942299816,0.527240687,432.9917481,941.6228459,252.3054678,0.943411681,0.528787276,427.255173,938.7021608,263.0664408,0.948370431,0.5392784,439.6363839,946.8993918,171.2734447,0.863759046,0.458446846,407.0872264,934.5392083,89.05347427,0,-1.073024992,493.9260758,990.4718309,92.48647791,0,-0.955418624,429.5909143,940.0039857,246.3358412,0.941464036,0.527895374,433.393932,942.1289778,250.293388,0.943255072,0.530256433,422.2127848,936.0887274,243.7176712,0.952849229,0.538712493,444.3326879,949.5386536,202.2633059,0.905204297,0.540157148,357.1243567,924.2361606,13.29425116,0,-1.200604566,505.0574099,1044.11909,0,0,-0.84150245,8066,16110,0.500682806,3965,4007,95,5107,2.26157319,22.6157319,0,NA,0,0,0,0,0,0,0,0
950,Cyp79B2/B3,1,T7,T5,96,IMG_9531_T5_C_OG.jpg,247.7272155,153.5468291,100.2125173,0.791502319,0.247660319,4762,247,39.31230963,7.256596707,27.77493238,54.42866209,247.7096632,153.6002305,101.4193986,0.799071127,0.229803412,247.6006808,153.7007236,102.8700134,0.803487972,0.223603797,247.6335206,153.5413913,99.40012604,0.807605281,0.219831359,248.073749,156.7082836,131.5164322,0.858764813,0.132302923,247.4388553,153.8111684,114.2499993,0.845452601,0.132100743,258.0801882,145.9577511,79.6848085,0,1.46387206,247.8011844,153.4356617,102.1156465,0.790824374,0.251281237,247.3779662,153.3701606,103.3841724,0.797063806,0.235600506,248.7504714,155.3067258,99.04525594,0.818144952,0.166948642,303.1281262,230.065681,182.5362221,0,-0.540146569,247.1536442,151.6425574,120.2269194,0.814626712,0.215490411,262.0874024,159.2956397,60.47936822,0,-1.556717437,299.3027639,147.6610021,353.7311915,0.956623154,-0.129545768,20478,836,108.6620125,49.59863146,17.92841195,193.9394475,295.1367075,146.9005572,352.4389387,0.958086216,-0.136569678,297.7143937,147.4041014,352.6200237,0.957368132,-0.1316256,306.5950644,144.396814,369.1501992,0.960618965,-0.172233929,311.1134635,144.9555527,400.1333288,0.954461737,-0.170755077,711.2803661,214.821324,200.009741,0,-1.40519284,699.7540714,197.6867419,259.9450442,0,-1.426266874,294.7892797,146.054204,355.9672707,0.957850915,-0.137866247,297.6063682,146.8318297,356.3581539,0.956913412,-0.132441964,301.449385,144.8681878,344.5897624,0.965313191,-0.167785281,403.3413554,141.1792279,374.8400065,0,-0.636269894,520.1499923,195.8213656,227.4889972,0,-1.28986191,514.6546211,184.2075034,273.6878041,0,-1.283450687,4762,20478,0.23254224,8156,7153,0,2304,2.874766964,28.74766964,1,NA,0,0,0,0,0,0,0,0
951,Cyp79B2/B3,42,BMM,T6,72,T6_IMG_9522_C.jpg,217.6517282,906.1618594,93.08612142,0.766927287,-0.283304743,4195,242,37.07619898,7.031128275,21.80011813,50.17693185,218.83434,906.9278025,93.37074201,0.769834159,-0.253911536,218.8236092,906.9265515,94.80334427,0.774326481,-0.258620499,220.3571884,906.1620158,88.41082878,0.729077453,-0.212167241,233.6270394,910.6014559,90.50221065,0.817465577,-0.000878583,225.2890815,918.2290537,114.2616229,0.974778396,-0.340927516,313.093659,1011.804004,245.9763063,0,-0.666347865,219.3301216,907.0837782,93.27281406,0.76811321,-0.252509105,219.1506357,906.9567191,95.02862163,0.773503344,-0.256585176,221.7486461,908.5241914,88.12721103,0.767846939,-0.176901516,239.7179559,911.5927367,75.98916814,0.765208844,0.068326311,231.5086252,919.9699482,122.0855642,0,-0.562284131,183.2357396,875.5277717,0,0,-1.075388239,271.3895752,931.7978934,348.8786826,0.951884864,-0.013176362,25823,834,111.1567102,47.12206947,35.223775,195.9273949,277.5456079,930.1917397,351.8029108,0.957796373,0.006405359,277.0624932,931.2085539,349.7169097,0.95642159,-0.00398505,291.161147,929.1046829,367.8559274,0.961619078,0.031558023,309.5086725,933.2833882,394.8044695,0.974192651,-0.010804815,-405.7575466,1242.84032,39.59059406,0,1.146030255,328.6436639,918.9569972,124.7983804,0,0.85020837,278.346027,930.2493332,352.9439135,0.959606446,0.008805391,277.9057902,931.3938487,351.4721747,0.957566919,-0.002794842,290.3943604,928.0717193,355.639342,0.966017194,0.047914643,310.0034193,930.5795276,413.1520125,0.978608291,-0.014812095,78.91221446,1017.815348,135.2599545,0,1.191060642,369.2274721,910.2107188,64.74758992,0,1.111598608,4195,25823,0.162452078,17025,4547,50,3106,3.625115114,36.25115114,0,NA,0,0,0,0,0,0,0,0
